run_idx,prompt_id,seed,condition,node_type,angle,d_target,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
39,S02_linocut,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_Block_6_neg_00001_.png,S02_linocut_s4242145_Block_6_neg_00001_.png,,,,1024,1760,78.5868,10.8421,350.28,0.1446,#d5bcc6,7.9911,14.2802,283.09,0.2682,#0f172a,0.6345,62.4533,11.0642,5,0.4599,105.9126,7.9915,14.2795,283.09,0.4206,#0f172a,42.5114,74.2545,303.15,0.0071,#6450cd,50.1282,118.6669,319.03,0.0006,#c100ff,55.1034,44.2908,164.57,0.0004,#12966e,62.5566,30.1848,359.81,0.0298,#ca8398,70.4448,12.7542,299.42,0.0393,#aea9c0
40,S02_linocut,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_scramble_A_00001_.png,S02_linocut_s4242145_scramble_A_00001_.png,,,,1024,1760,59.1403,61.11,58.26,0.0327,#d57631,1.5361,1.6197,2.95,0.4268,#0a0405,0.9872,80.4047,11.7325,5,0.4221,83.7124,1.0398,0.9553,336.89,0.3965,#060305,22.3855,32.9051,290.43,0.0196,#253264,32.0464,52.3375,33.25,0.0257,#8e2421,39.7649,72.2424,301.89,0.0066,#584bc3,44.7286,84.6677,39.4,0.0181,#d01c0f,81.4445,6.4172,42.58,0.01,#d7c7c2
41,S02_linocut,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s4242145_scramble_B_00001_.png,S02_linocut_s4242145_scramble_B_00001_.png,,,,1024,1760,75.7902,10.3422,102.98,0.1156,#bebba8,7.6135,10.2836,283.34,0.3881,#121624,0.9012,59.085,7.272,5,0.2342,73.3616,4.8276,1.5587,23.18,0.1155,#13100f,21.6177,41.3341,32.69,0.0233,#651615,42.6183,70.3305,37.81,0.015,#bd2e1f,43.7038,74.9203,302.1,0.0053,#6354d2,57.9499,55.3279,72.08,0.0326,#bd7e2a,63.9126,9.8223,186.07,0.1187,#86a09c
42,S03_cyberpunk,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_baseline_00001_.png,S03_cyberpunk_s42_baseline_00001_.png,,,,1024,1760,86.8214,6.1315,262.1,0.1371,#d2dae5,8.9011,13.1276,286.06,0.4099,#14192a,0.8943,83.5533,7.6849,6,0.1133,60.339,6.352,5.3148,20.31,0.0752,#1c1111,27.7121,37.9758,337.36,0.0293,#6a2958,33.906,57.452,29.93,0.0381,#9a1f25,46.2804,65.6538,319.91,0.0182,#9c4bb5,61.3029,60.6327,70.83,0.026,#cb8528,89.9053,9.2934,68.14,0.016,#f0dfd2
43,S03_cyberpunk,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_Block_1_pos_00001_.png,S03_cyberpunk_s42_Block_1_pos_00001_.png,,,,1024,1760,86.1238,9.4142,249.72,0.2849,#c8dae8,8.984,13.1016,285.56,0.3774,#14192a,0.812,80.9021,10.8373,5,0.4406,66.2422,8.4098,14.3824,284.0,0.3779,#10182b,35.4486,57.4223,295.05,0.0282,#3b4ba8,39.141,72.4008,37.47,0.0349,#b51e16,53.6998,67.3265,333.34,0.018,#ca50b6,59.1474,47.1442,70.43,0.0429,#bd823f,89.3119,6.1586,79.17,0.0627,#e8dfd5
44,S03_cyberpunk,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_Block_1_neg_00001_.png,S03_cyberpunk_s42_Block_1_neg_00001_.png,,,,1024,1760,73.4676,19.3939,98.02,0.1297,#bdb591,8.1675,14.2964,283.71,0.2716,#10172a,0.922,68.7703,6.8807,5,0.3724,55.6055,8.0526,14.2763,283.16,0.2924,#0f172a,32.6888,51.9634,38.49,0.0445,#8d2a1c,35.782,29.0939,358.81,0.0215,#7e4156,50.0561,68.8539,316.43,0.0112,#a156c9,64.8712,13.2485,147.05,0.08,#8ea390,76.823,30.4514,83.21,0.0284,#d8ba86
45,S03_cyberpunk,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_Block_6_pos_00001_.png,S03_cyberpunk_s42_Block_6_pos_00001_.png,,,,1024,1760,8.8178,14.7661,118.48,0.0417,#171b00,0.9118,2.9229,28.68,0.3544,#0c0100,0.8666,71.7792,6.3989,5,0.181,76.201,0.5936,2.2022,24.31,0.1757,#080100,23.3606,36.3573,120.56,0.0045,#293e00,42.458,74.2624,303.07,0.0053,#6350cd,52.4414,78.4032,287.9,0.0005,#0078ff,57.219,46.33,163.8,0.0003,#119c71,72.3728,2.2122,274.72,0.0004,#b0b2b5
46,S03_cyberpunk,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_Block_6_neg_00001_.png,S03_cyberpunk_s42_Block_6_neg_00001_.png,,,,1024,1760,71.6105,21.3371,326.63,0.1195,#c7a5c5,7.9954,14.2773,283.08,0.2683,#0f172a,0.7925,59.5439,11.6386,5,0.4109,104.3887,7.9918,14.2782,283.09,0.3377,#0f172a,42.451,74.655,302.7,0.0056,#6250ce,50.1282,118.6669,319.03,0.0004,#c100ff,57.715,33.6915,318.68,0.068,#a57cb2,58.4891,48.7495,317.21,0.0538,#af77c7,67.5356,24.0659,293.96,0.0732,#a2a0cc
47,S03_cyberpunk,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_scramble_A_00001_.png,S03_cyberpunk_s42_scramble_A_00001_.png,,,,1024,1760,61.4071,12.1553,193.32,0.0479,#799b99,2.7004,5.4611,334.53,0.214,#12060f,0.9835,72.611,9.9305,6,0.2294,67.7473,2.1797,4.7647,326.99,0.1906,#0f050e,15.1805,35.8933,311.43,0.0388,#321a4d,21.4343,43.9755,29.38,0.0278,#680f16,34.3037,72.512,314.09,0.0175,#712ea5,41.2394,72.2129,38.95,0.0172,#ba2818,74.7907,39.8364,67.07,0.0153,#e8ac75
48,S03_cyberpunk,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s42_scramble_B_00001_.png,S03_cyberpunk_s42_scramble_B_00001_.png,,,,1024,1760,76.7617,12.5475,111.64,0.0986,#bebfa8,8.4765,14.1635,284.98,0.305,#11182b,0.9283,76.9468,14.1461,4,0.1356,65.3262,6.4093,2.7681,35.13,0.0928,#191312,22.5331,36.8044,26.29,0.0428,#651c1f,23.2322,34.7069,329.58,0.0234,#562452,44.4956,48.9714,58.66,0.0282,#9e5722,44.9911,68.0943,314.14,0.0114,#8d4cbd,83.3562,27.6559,91.0,0.0153,#e2ce9c
49,S03_cyberpunk,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_baseline_00001_.png,S03_cyberpunk_s1337_baseline_00001_.png,,,,1024,1760,87.4592,5.8398,292.53,0.1161,#dbdae5,9.199,12.3433,288.86,0.4375,#161929,0.9118,71.7684,6.7745,6,0.4166,54.1188,8.9873,14.3019,284.95,0.3742,#12192c,28.6132,39.9153,323.65,0.0394,#623068,39.1114,65.8365,33.47,0.0311,#b12424,47.758,66.3941,322.08,0.031,#a54cb7,55.7412,50.3924,68.59,0.0424,#b77832,80.7557,12.2753,348.85,0.0285,#ddc1cd
50,S03_cyberpunk,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_Block_1_pos_00001_.png,S03_cyberpunk_s1337_Block_1_pos_00001_.png,,,,1024,1760,87.9335,7.1072,247.34,0.2463,#d1dfe9,8.6679,13.2259,285.75,0.3387,#13182a,0.8258,80.0451,6.2819,6,0.4345,65.4736,7.8853,13.7454,285.82,0.3862,#111729,28.9987,65.1589,304.04,0.0379,#44329a,43.2302,73.2762,32.4,0.0462,#c62229,49.6902,61.7719,338.47,0.0335,#c0479e,63.4459,49.0008,71.66,0.0435,#c98e45,87.9304,7.8025,79.24,0.0483,#e6dbce
51,S03_cyberpunk,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_Block_1_neg_00001_.png,S03_cyberpunk_s1337_Block_1_neg_00001_.png,,,,1024,1760,74.1731,20.6433,91.97,0.1132,#c4b591,8.0357,13.9089,283.49,0.2759,#101729,0.9171,64.6478,11.6997,5,0.413,57.7168,8.0143,14.2838,283.15,0.2919,#0f172a,43.0336,58.4485,40.43,0.0266,#b14029,44.2463,72.0006,311.56,0.008,#854bc3,56.9999,50.0016,70.29,0.047,#b87c34,62.9404,15.5712,159.01,0.1211,#80a08e,72.6621,23.5687,74.04,0.0283,#cdad89
52,S03_cyberpunk,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_Block_6_pos_00001_.png,S03_cyberpunk_s1337_Block_6_pos_00001_.png,,,,1024,1760,7.9909,14.2809,283.1,0.2682,#0f172a,0.3645,0.7268,49.09,0.1814,#030100,0.7329,71.4009,4.3939,6,0.152,74.0584,0.1398,0.2285,66.63,0.1405,#010000,6.6999,14.2963,139.21,0.0116,#071901,23.5083,37.519,126.25,0.0037,#223f03,43.3089,74.2869,301.93,0.0065,#6153d0,57.5052,46.5844,163.74,0.0003,#119d72,71.5407,2.3945,274.3,0.0005,#adafb4
53,S03_cyberpunk,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_Block_6_neg_00001_.png,S03_cyberpunk_s1337_Block_6_neg_00001_.png,,,,1024,1760,67.2485,29.304,318.72,0.1409,#bb97c7,7.9966,14.2751,283.08,0.2683,#0f172a,0.67,56.6176,11.7258,4,0.4821,104.3918,7.9943,14.2751,283.08,0.3993,#0f172a,42.4603,74.6191,302.72,0.0063,#6250ce,50.1282,118.6669,319.03,0.0006,#c100ff,57.3578,68.2285,315.97,0.0471,#b46add,59.7,50.1982,314.93,0.0828,#af7bcf,64.6118,29.2838,294.13,0.0505,#9998cc
54,S03_cyberpunk,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_scramble_A_00001_.png,S03_cyberpunk_s1337_scramble_A_00001_.png,,,,1024,1760,67.351,7.8315,205.28,0.0446,#93a8aa,3.1157,3.8757,323.58,0.2419,#100910,0.9824,72.5097,12.6277,5,0.264,79.7747,2.947,3.6,316.19,0.2326,#0e0910,10.5867,37.4702,309.59,0.0288,#251045,35.8272,83.3747,309.96,0.0134,#6931bd,36.3955,63.1111,342.16,0.016,#9f1676,41.9589,75.7631,41.44,0.0314,#bd290e,75.4567,54.9888,83.28,0.0133,#e2b352
55,S03_cyberpunk,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s1337_scramble_B_00001_.png,S03_cyberpunk_s1337_scramble_B_00001_.png,,,,1024,1760,77.5816,10.5677,111.64,0.0989,#c0c1ad,7.8808,13.3683,287.37,0.3281,#121628,0.9166,73.2124,10.122,6,0.3558,50.909,8.0776,14.476,284.91,0.318,#10172a,22.5051,28.6181,355.35,0.0378,#5a223a,30.1133,46.8607,30.92,0.0369,#832524,35.5013,65.385,318.85,0.0295,#7c3099,47.4204,44.811,65.45,0.0278,#9e632a,81.2901,21.4081,85.74,0.0133,#dcc8a2
56,S03_cyberpunk,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_baseline_00001_.png,S03_cyberpunk_s4242145_baseline_00001_.png,,,,1024,1760,85.8119,5.7198,283.82,0.118,#d4d6e1,9.3225,12.1219,288.6,0.435,#161929,0.9212,71.5804,10.3851,5,0.1155,66.1041,7.4659,6.0341,4.39,0.0794,#1e1416,39.8681,66.6522,33.74,0.027,#b42625,43.5669,49.4899,8.89,0.0207,#b13e5c,49.828,72.1383,320.97,0.0207,#ac4ec5,60.2921,57.7105,68.73,0.0352,#c9812e,79.0464,10.5425,341.23,0.0361,#d4beca
57,S03_cyberpunk,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_Block_1_pos_00001_.png,S03_cyberpunk_s4242145_Block_1_pos_00001_.png,,,,1024,1760,84.7162,8.9631,251.46,0.217,#c5d6e3,8.5708,13.0391,285.67,0.4019,#131829,0.8774,81.096,11.5934,5,0.1456,74.2603,7.326,3.4617,45.25,0.0915,#1b1513,39.1745,69.6764,302.47,0.0322,#594abd,44.3202,52.9622,351.34,0.0329,#b13d78,46.2351,77.722,36.0,0.0406,#d22a24,62.1806,48.6852,72.27,0.0496,#c58b43,88.422,6.6504,66.05,0.054,#e8dcd3
58,S03_cyberpunk,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_Block_1_neg_00001_.png,S03_cyberpunk_s4242145_Block_1_neg_00001_.png,,,,1024,1760,77.3492,17.5178,97.96,0.0869,#c7bf9f,8.3563,12.8502,284.43,0.3027,#121829,0.9447,68.4661,8.2039,5,0.4493,51.5378,8.1004,14.2853,283.35,0.2866,#10172a,29.1787,14.6722,65.6,0.1627,#554130,44.298,65.8231,310.6,0.0105,#8150bd,47.0332,56.7206,35.38,0.0227,#be493b,52.9239,36.314,351.45,0.0265,#b46689,76.5665,52.0673,91.58,0.0117,#d7bb5a
59,S03_cyberpunk,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_Block_6_pos_00001_.png,S03_cyberpunk_s4242145_Block_6_pos_00001_.png,,,,1024,1760,17.2095,24.8337,87.74,0.0785,#352900,1.7031,5.6438,27.73,0.335,#140200,0.862,64.8438,10.5665,5,0.5491,69.6883,1.2965,4.6991,25.18,0.2383,#110100,7.9886,14.2814,283.1,0.3108,#0f172a,8.2221,24.0392,31.86,0.0165,#330900,36.1757,44.1658,103.72,0.0036,#575802,43.2835,74.3874,301.92,0.0056,#6153d0,66.1404,15.5194,169.08,0.0007,#84a99b
60,S03_cyberpunk,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_Block_6_neg_00001_.png,S03_cyberpunk_s4242145_Block_6_neg_00001_.png,,,,1024,1760,82.7074,16.1834,326.7,0.1295,#e0c6df,7.9964,14.2769,283.08,0.2683,#0f172a,0.7419,66.8632,11.5278,5,0.4137,63.4872,7.995,14.2787,283.09,0.3601,#0f172a,43.0763,77.7658,304.65,0.0062,#6a4ed1,54.3729,43.6506,164.81,0.0003,#12946d,66.7524,47.5489,323.77,0.0536,#cf8ad5,73.4673,29.5885,326.64,0.0339,#d4a6d3,74.8582,18.2792,292.15,0.0296,#b6b5d7
61,S03_cyberpunk,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_scramble_A_00001_.png,S03_cyberpunk_s4242145_scramble_A_00001_.png,,,,1024,1760,45.5205,21.6006,222.07,0.1046,#337483,2.7351,6.5654,333.52,0.2551,#130610,0.9452,73.4616,13.0298,6,0.2127,66.9764,2.5091,3.4887,1.25,0.1534,#110609,11.3015,32.4539,311.05,0.0593,#281340,24.2451,45.2342,18.96,0.0199,#740f26,30.2569,70.4651,317.52,0.0279,#6d1f93,35.7596,66.4079,40.06,0.0239,#a22210,75.9706,34.0785,69.77,0.0181,#e4b281
62,S03_cyberpunk,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S03_cyberpunk_s4242145_scramble_B_00001_.png,S03_cyberpunk_s4242145_scramble_B_00001_.png,,,,1024,1760,79.4314,10.4861,133.62,0.1027,#bdc8b6,8.4592,14.3436,284.85,0.3109,#11182b,0.9061,78.1541,8.6309,6,0.1801,59.1084,6.6709,3.4385,16.9,0.0873,#1a1313,21.5992,30.3983,17.43,0.0427,#5c1f28,33.7198,62.5469,313.45,0.024,#6b3498,38.7496,50.8571,30.74,0.0268,#a13734,70.0801,18.6809,198.9,0.0928,#7eb5b6,84.8251,20.7897,94.99,0.0135,#e0d3ad
63,S04_gouache,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_baseline_00001_.png,S04_gouache_s42_baseline_00001_.png,,,,1024,1760,83.6615,12.0665,83.13,0.0849,#ddcfba,10.1755,13.2407,284.62,0.3648,#161b2d,0.9496,72.5657,6.1851,5,0.3644,61.219,8.1614,13.1228,283.9,0.3197,#111729,30.3603,34.6025,32.87,0.0447,#76332c,42.5713,74.3419,303.18,0.0047,#6450cd,46.5357,72.318,35.6,0.024,#cd342b,64.7017,60.365,66.64,0.038,#db8b36,80.7271,25.7498,70.55,0.0221,#e8c19c
64,S04_gouache,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_Block_1_pos_00001_.png,S04_gouache_s42_Block_1_pos_00001_.png,,,,1024,1760,88.3472,10.4549,228.83,0.2574,#c7e2ec,9.4059,12.8677,285.34,0.3433,#151a2b,0.8039,82.0806,11.2682,5,0.4716,69.5493,8.3147,13.6933,284.65,0.393,#11182a,41.5824,67.6288,306.52,0.0084,#6e4cbd,43.5554,80.1626,39.18,0.0355,#c92213,52.1115,41.7987,102.81,0.0579,#827f33,65.5245,48.0506,64.32,0.0787,#d68f52,90.3952,10.6133,80.19,0.0444,#f0e2d0
65,S04_gouache,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_Block_1_neg_00001_.png,S04_gouache_s42_Block_1_neg_00001_.png,,,,1024,1760,77.8595,24.137,84.42,0.0728,#d5be94,8.0176,13.2505,282.73,0.2908,#101729,0.9571,62.1057,7.2467,5,0.4354,65.5771,7.9876,13.276,282.7,0.3026,#101729,27.3753,45.8409,34.37,0.024,#79211b,43.4389,78.4403,305.67,0.0048,#6f4ed2,51.6992,31.3465,65.31,0.1328,#9f724b,51.8777,60.2358,41.96,0.0221,#cd5739,70.0933,12.8631,127.94,0.0882,#a4af99
66,S04_gouache,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_Block_6_pos_00001_.png,S04_gouache_s42_Block_6_pos_00001_.png,,,,1024,1760,11.9614,17.6319,91.55,0.0475,#271f00,1.0599,3.9852,24.29,0.3124,#0f0100,0.8993,72.9625,4.2538,6,0.265,72.5843,0.7728,3.4225,20.46,0.2366,#0c0000,7.4099,16.6285,42.82,0.0284,#290f00,26.6128,37.1293,109.92,0.007,#3b4300,43.2695,74.5455,301.71,0.0052,#6053d1,57.8512,46.9443,163.61,0.0002,#119e72,73.7353,1.9612,273.32,0.0004,#b4b5b9
67,S04_gouache,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_Block_6_neg_00001_.png,S04_gouache_s42_Block_6_neg_00001_.png,,,,1024,1760,67.54,14.7038,334.99,0.0686,#b89db0,7.9933,14.2792,283.09,0.2683,#0f172a,0.7463,54.5971,12.0013,5,0.4576,104.3877,7.9866,14.2792,283.09,0.3586,#0f172a,42.5222,74.4719,302.95,0.0058,#6350cd,50.1282,118.6669,319.03,0.0005,#c100ff,55.7344,17.555,0.33,0.0141,#a37b86,56.8267,45.9251,163.97,0.0004,#119b71,62.5837,26.8278,315.55,0.099,#aa8db9
68,S04_gouache,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_scramble_A_00001_.png,S04_gouache_s42_scramble_A_00001_.png,,,,1024,1760,67.9468,46.8974,57.01,0.0399,#e39260,8.5238,13.9853,284.78,0.4825,#12182a,0.99,61.15,11.9595,4,0.4963,61.748,7.4718,13.6878,286.12,0.4379,#101628,41.8926,75.4358,41.03,0.0355,#bd2910,43.5144,66.8366,303.54,0.0075,#6b54c4,55.6936,19.1262,161.95,0.0584,#668e7b,66.8313,59.857,62.68,0.0179,#e68d41,68.6217,22.2401,32.7,0.0208,#d09b93
69,S04_gouache,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s42_scramble_B_00001_.png,S04_gouache_s42_scramble_B_00001_.png,,,,1024,1760,79.4201,11.0723,94.57,0.0981,#ccc4b0,8.6368,12.9745,281.86,0.3301,#11182a,0.9457,70.2222,6.4983,5,0.3965,61.7076,8.7473,13.133,281.09,0.3484,#11192a,26.5085,39.3382,32.22,0.0272,#712521,43.5479,74.8406,302.21,0.005,#6353d2,47.1157,65.5274,34.2,0.0157,#c93e35,57.063,45.9227,64.6,0.0481,#bb7a40,78.9695,27.948,74.3,0.031,#e3bd92
70,S04_gouache,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_baseline_00001_.png,S04_gouache_s1337_baseline_00001_.png,,,,1024,1760,83.1077,10.5168,68.65,0.0888,#deccbd,11.1107,13.5409,284.94,0.3664,#171d2f,0.9393,72.1472,8.3439,5,0.356,60.6389,8.3072,13.6065,284.08,0.3175,#11182a,34.9148,44.0935,27.41,0.03,#8f3334,42.4733,74.2454,303.12,0.0048,#6450cd,45.3632,69.557,37.04,0.0212,#c63728,62.971,54.7566,66.04,0.0385,#d2873e,80.4545,25.9935,70.15,0.0219,#e8c19b
71,S04_gouache,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_Block_1_pos_00001_.png,S04_gouache_s1337_Block_1_pos_00001_.png,,,,1024,1760,87.7609,11.9843,237.15,0.2771,#c4e1ef,8.3146,13.9346,285.1,0.3141,#11172a,0.7602,84.3974,13.099,5,0.4657,77.5542,8.0101,13.9073,284.51,0.4009,#101729,42.5876,70.8553,302.94,0.0073,#6552c8,50.4672,84.8188,38.89,0.0203,#e4321f,53.9808,41.3333,98.72,0.0648,#8c8238,61.4861,49.2491,58.02,0.0602,#d1814b,92.4074,7.2646,89.52,0.0579,#efe9db
72,S04_gouache,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_Block_1_neg_00001_.png,S04_gouache_s1337_Block_1_neg_00001_.png,,,,1024,1760,72.8355,12.8083,123.96,0.1691,#adb69f,8.0748,13.5168,282.99,0.2861,#101729,0.8716,79.4044,5.947,6,0.3598,63.2796,7.9908,13.9126,283.07,0.3177,#0f1729,29.1939,45.0326,36.6,0.0365,#7d281d,43.2434,77.1922,305.23,0.0057,#6d4ed0,51.0004,67.5666,43.5,0.0206,#d0502b,63.3487,50.2672,73.02,0.0421,#c88e42,87.3952,16.8195,89.75,0.0249,#e8dabb
73,S04_gouache,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_Block_6_pos_00001_.png,S04_gouache_s1337_Block_6_pos_00001_.png,,,,1024,1760,7.9903,14.2808,283.1,0.2682,#0f172a,0.3365,1.2945,23.69,0.563,#050000,0.7329,71.3581,3.2727,6,0.5711,73.4923,0.1826,0.7669,21.05,0.5645,#030000,19.1714,38.1864,47.93,0.004,#561c00,34.444,42.6558,89.3,0.0014,#624f00,43.2915,74.2591,301.92,0.0065,#6153d0,56.7692,45.8852,163.98,0.0003,#119b71,71.5407,2.3945,274.3,0.0005,#adafb4
74,S04_gouache,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_Block_6_neg_00001_.png,S04_gouache_s1337_Block_6_neg_00001_.png,,,,1024,1760,69.2036,20.3109,330.47,0.0755,#c19fbb,7.9954,14.2779,283.09,0.2683,#0f172a,0.4592,61.8351,11.6194,5,0.5932,104.1174,7.9872,14.28,283.1,0.5817,#0f172a,42.5258,74.3313,303.08,0.0093,#6450cd,50.2025,118.3974,319.11,0.0008,#c101ff,56.6216,45.7934,164.0,0.0005,#119a70,57.7633,22.0512,348.49,0.0115,#ac7d93,69.8224,18.9672,296.38,0.0067,#aba7c9
75,S04_gouache,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_scramble_A_00001_.png,S04_gouache_s1337_scramble_A_00001_.png,,,,1024,1760,68.8758,52.6,57.93,0.0542,#eb9358,8.2299,14.2981,284.49,0.4332,#10172a,0.9771,57.9638,12.5174,3,0.493,64.9568,8.2105,14.468,283.76,0.4389,#10172b,41.186,65.2991,302.16,0.009,#6051bd,43.1752,79.4247,38.32,0.0277,#c72015,61.893,25.4593,147.9,0.0541,#75a07d,62.53,61.5198,57.88,0.0298,#e07e39,66.1743,21.7553,13.57,0.016,#c99399
76,S04_gouache,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S04_gouache_s1337_scramble_B_00001_.png,S04_gouache_s1337_scramble_B_00001_.png,,,,1024,1760,79.7789,10.4736,91.6,0.0926,#cdc5b2,8.6394,12.6547,282.17,0.3367,#121829,0.9465,71.7996,6.9519,6,0.3797,61.4889,7.8469,13.345,283.34,0.3237,#101728,31.2171,42.3204,35.62,0.0402,#802f25,43.7488,74.8339,302.21,0.0053,#6354d2,49.237,72.7504,35.09,0.0122,#d73b31,58.2377,44.8699,64.68,0.056,#be7e45,79.6465,26.3399,68.65,0.0276,#e7be98
