type,report,prompt_id,seed,block,rot_kind,angle_deg,image_path,file,condition,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
rotX,benchmark_tiefling_seed42,tiefling,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,98.7542,0.1915,65.78,0.2565,#a28263,7.5322,3.665,42.14,0.1335,#110c0f,0.7576,72.9527,9.1856,5,0.2454,33.7415,6.014,2.4378,43.49,0.1492,#0e090c,21.353,15.7935,35.94,0.0962,#644331,29.6926,14.9027,145.74,0.0523,#6f4ed2,31.6391,26.0148,67.0,0.073,#7a5e9b,60.6751,36.1793,140.58,0.0677,#b57d44,78.9667,9.6801,296.83,0.0444,#a7a5a2
rotX,benchmark_tiefling_seed42,tiefling,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,99.5587,0.2839,309.89,0.2871,#dbae63,2.8355,0.375,16.37,0.1204,#0e0b0e,0.7151,77.6,10.9456,5,0.3236,40.1787,2.5687,0.3318,67.44,0.1648,#0a080a,36.7982,23.5834,146.79,0.0313,#1c334b,41.4987,21.6041,106.13,0.0597,#582f70,49.0818,9.6921,263.36,0.1588,#8b59b8,58.7545,40.5105,143.58,0.0664,#b3753a,80.1687,20.3151,316.19,0.0509,#ebd189
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,96.956,0.5421,329.24,0.3076,#946cdf,7.3998,3.4689,281.45,0.0661,#130e10,0.6878,77.7847,9.8243,5,0.3013,29.049,3.8929,1.1889,338.66,0.0744,#0d090b,36.4147,15.7457,66.76,0.1633,#414b6a,48.1348,9.3619,163.96,0.0583,#a15122,58.979,30.238,83.23,0.0243,#7d58d2,62.5039,25.3204,138.34,0.0975,#9bc0b5,81.6776,14.4698,308.24,0.138,#fad07a
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,99.118,0.3506,302.23,0.1899,#2e3649,3.3502,0.3338,9.46,0.1686,#151013,0.8124,76.4829,11.2689,5,0.2646,36.9582,1.9656,0.2108,31.89,0.1839,#110b0d,29.5724,18.6809,69.38,0.0807,#522e60,59.7596,37.169,134.39,0.0709,#b14335,65.8688,30.6234,308.64,0.0653,#5f56d2,74.8991,26.2524,101.5,0.0241,#d8b681,78.4486,5.668,11.79,0.0583,#d6d4da
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,98.7866,0.2815,154.12,0.3153,#7e5dbe,4.4346,0.9603,5.82,0.1068,#191316,0.7035,80.2423,12.1652,4,0.2351,18.6027,4.3792,0.9796,7.96,0.1514,#0f0b0e,37.479,17.8137,65.36,0.0757,#532e73,60.1046,18.1462,139.61,0.0708,#6b3b26,80.3823,19.5823,315.83,0.0838,#724fd2,82.3641,13.587,98.15,0.0405,#dba260,84.6215,6.4435,274.05,0.0701,#cccfd3
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,97.7869,1.5995,316.11,0.1908,#304049,4.052,1.1995,69.11,0.1862,#120e0f,0.8231,80.7515,10.6673,5,0.3011,69.0526,2.6147,0.7572,70.81,0.19,#0f0c0c,27.399,43.1058,322.25,0.0245,#4e2a4c,51.7066,18.7928,150.12,0.111,#5f54d1,57.6827,69.8098,318.66,0.0249,#925f9f,82.822,22.604,91.38,0.0207,#9f6a3d,83.3662,15.6002,316.18,0.0197,#d9bf95
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,98.2984,0.1859,58.37,0.2542,#e0c070,16.1776,2.92,352.96,0.1199,#10172a,0.7578,66.53,4.7215,6,0.3012,24.0545,11.2586,4.4487,45.49,0.0885,#150e0a,26.7696,18.2542,66.32,0.2121,#424b7d,44.5887,17.509,287.13,0.0891,#76482b,50.4208,14.0972,134.43,0.0857,#7647a6,67.9835,28.5032,313.88,0.0265,#ab4988,77.7887,5.8725,271.14,0.0306,#eada94
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,99.758,0.1774,96.16,0.2563,#665687,5.8067,0.6839,117.44,0.1514,#171419,0.7485,80.5683,11.7016,4,0.2827,40.1438,3.764,0.5084,87.93,0.1719,#100e12,30.2289,18.2494,52.39,0.1109,#412b52,43.1013,14.006,157.13,0.0966,#6b3b2f,47.4326,40.6522,144.75,0.0909,#6155d1,80.3262,19.7214,306.87,0.0768,#c09e6f,84.3323,15.1036,99.01,0.0433,#cdc1b1
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,99.4704,0.1843,286.95,0.2483,#706493,4.7044,0.3755,45.66,0.218,#141115,0.7528,75.1771,15.2891,4,0.3754,28.3174,2.9748,0.605,32.33,0.2438,#0a080b,16.2923,16.1897,66.36,0.1316,#0f172a,25.9684,28.9224,58.27,0.0505,#4d3d60,30.342,20.5065,176.4,0.0901,#76472e,75.0567,16.4144,101.02,0.0542,#6154d1,78.1518,14.1633,309.11,0.0457,#cfa062
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,75.8487,24.4384,312.0,0.0738,#b1a5d6,63.1811,23.2022,319.72,0.0683,#0f172a,0.0802,5.5691,0.7877,1,0.236,10.6198,59.3887,23.134,320.93,0.0359,#0f172a,61.1001,27.5935,315.77,0.0502,#6250ce,63.4169,25.593,316.69,0.1601,#c300ff,63.5598,25.306,321.04,0.0759,#cf46b2,64.1848,29.7356,313.71,0.0653,#10ac7a,64.9579,19.1158,325.43,0.0324,#f7f7f8
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,99.0658,0.3479,326.6,0.2959,#323b55,9.1923,2.1399,57.07,0.1058,#191216,0.714,71.2065,8.1945,5,0.2337,24.1261,6.2364,2.183,54.3,0.1184,#150d10,26.3394,20.7222,73.92,0.1153,#512c63,33.8443,17.6443,41.76,0.1022,#515d7a,46.6623,21.7707,139.42,0.0781,#6e4fd0,73.2631,26.3091,308.71,0.0577,#a87147,77.4429,8.1471,312.8,0.0925,#c2c2c8
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_-15.0_00001_.png,Block_6_rotX_-15.0_00001_.png,,,,,1024,1760,94.6906,9.5349,304.64,0.192,#7071e6,26.5475,35.9407,304.99,0.1146,#0f172a,0.7513,63.5217,5.8688,6,0.2219,30.2137,21.5486,34.9961,307.09,0.0715,#0f172a,38.9292,53.5118,307.47,0.0408,#1a1546,44.4211,28.3322,299.93,0.0639,#382f7c,64.8489,34.8707,297.47,0.0982,#4f4cbd,71.4086,45.4196,304.59,0.0359,#9651f3,85.0704,23.2982,302.46,0.1237,#d5a4b9
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,89.0345,12.8046,115.42,0.155,#1f281d,4.4032,3.1344,121.15,0.287,#070400,0.8623,70.283,10.729,4,0.3098,46.2883,2.3258,2.946,106.32,0.2506,#020100,27.5033,24.9882,135.93,0.0592,#37503e,29.4471,30.7997,103.71,0.0431,#74480f,34.3933,42.8241,132.41,0.0481,#6255d1,62.7512,49.2343,117.91,0.0368,#916b89,72.6088,16.1634,111.27,0.0334,#d6bb3d
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,20.0981,28.4533,97.24,0.0413,#0f172a,0.5637,1.5945,32.87,0.4913,#090000,0.9299,32.8516,4.8966,4,0.389,41.3222,0.259,0.7604,31.36,0.3159,#070000,5.2594,8.8604,63.83,0.073,#3d2d01,10.7711,16.2302,100.64,0.0333,#6350cd,12.778,19.9447,72.57,0.0188,#017aff,28.844,38.1033,84.77,0.0037,#119f73,33.1106,42.0826,103.95,0.0095,#b1b2b6
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,96.4356,1.3818,62.74,0.2056,#f7f4f2,11.2487,2.2119,55.36,0.1266,#131727,0.8073,75.1796,8.3186,5,0.282,30.2958,6.6113,2.6003,40.67,0.1004,#10172a,28.7599,19.7933,54.0,0.1816,#5b3c2c,35.0835,12.1119,278.62,0.0977,#714ed2,57.1189,32.8961,132.39,0.0655,#616f65,78.2847,22.5436,92.73,0.0622,#6b8b5c,81.7909,25.9353,310.63,0.052,#dac2f0
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_+15.0_00001_.png,Block_1_rotX_+15.0_00001_.png,,,,,1024,1760,98.2668,0.6175,338.72,0.4042,#fbfafb,6.5487,1.5726,1.9,0.0849,#111727,0.6019,78.3783,12.2621,4,0.198,32.0548,3.2664,1.1279,29.17,0.0987,#15100e,16.032,16.8274,48.79,0.0853,#6156d2,46.7018,21.6505,139.45,0.0591,#5b7657,75.9802,33.1827,304.51,0.0665,#c6b2ee,77.4769,23.1767,87.59,0.0441,#d0bc94,81.6447,21.2316,294.82,0.0992,#cac7ef
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,99.6771,0.1146,326.09,0.1566,#f6f4f3,2.5844,0.7444,340.1,0.1376,#101523,0.8446,79.733,8.3429,5,0.3147,26.3529,2.4551,0.7127,346.24,0.1608,#0a0708,18.3863,12.7289,37.45,0.1539,#3e2722,43.0239,27.0656,71.73,0.1082,#80603c,44.256,11.439,173.27,0.091,#704dd3,58.8781,26.3861,141.07,0.0493,#729770,82.1881,22.3364,311.59,0.0232,#dac4ec
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,99.7873,0.0712,297.54,0.3049,#fefefe,5.8721,1.1221,50.81,0.0944,#121726,0.6961,71.75,8.367,5,0.2525,26.6128,5.3998,1.1981,50.59,0.1294,#141210,33.0065,16.3877,140.01,0.0467,#3d4f3d,37.1317,22.2785,72.02,0.0916,#6c5235,51.7188,27.8109,133.12,0.0751,#6056d2,70.1063,13.8836,96.52,0.0635,#678358,77.1497,15.212,303.12,0.1231,#c3bad5
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,99.5504,0.1451,60.24,0.2153,#fcfcfc,9.1069,1.5833,220.16,0.1649,#141714,0.791,76.4789,6.3706,6,0.2485,31.6423,3.6059,0.3579,85.51,0.1344,#0e0f0c,23.7354,19.5426,80.18,0.1141,#623932,28.7482,20.7743,35.32,0.0781,#375b38,40.2541,29.6017,141.3,0.0737,#704ed2,57.2736,32.0002,313.28,0.0407,#af96cc,80.0848,25.5932,302.21,0.0362,#c9c4ab
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,76.8221,11.5433,87.28,0.1124,#c4b9a4,23.9026,24.3856,72.76,0.0867,#0f172a,0.8873,63.1622,8.9732,5,0.2195,28.2395,20.9154,22.9349,70.23,0.0504,#0f172a,29.6174,33.8377,62.43,0.1083,#745022,39.0607,34.3225,75.3,0.1111,#795e41,43.8775,20.1871,92.7,0.0931,#6f4ed2,53.8691,26.694,107.42,0.0793,#767649,84.0776,6.083,76.22,0.0104,#d9d0c5
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_+30.0_00001_.png,Block_1_rotX_+30.0_00001_.png,,,,,1024,1760,95.6191,1.4765,354.76,0.53,#f4f0f1,4.5386,6.1786,303.19,0.0895,#1a100f,0.4717,78.3164,9.9027,5,0.2705,32.062,2.884,2.8659,308.13,0.1457,#0b080c,16.2624,16.9633,43.33,0.0615,#3e231b,46.524,34.9278,71.12,0.0697,#6054ce,69.4763,31.7835,312.87,0.1249,#8f6636,78.9938,16.3263,91.81,0.0428,#be9fd4,81.2004,13.8426,312.6,0.0995,#cec3a5
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,99.4915,0.0952,290.66,0.333,#fdfdfc,4.6896,1.0009,27.75,0.0933,#171414,0.6658,78.5701,15.7501,5,0.2411,17.8147,3.5578,0.7158,21.83,0.1229,#110f0e,49.434,6.4479,169.21,0.0541,#6054d2,55.9049,15.6064,64.54,0.0388,#967e6b,61.527,18.5305,136.93,0.0702,#82997e,78.3339,11.889,97.46,0.0709,#c7c1ac,82.1279,11.7685,303.11,0.1182,#d0c9df
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,98.7538,0.5634,102.09,0.2458,#f6f4f8,14.6356,10.7489,56.14,0.1896,#101727,0.7672,73.0531,8.0495,5,0.2149,39.7268,7.698,1.3114,74.22,0.0976,#101728,16.8975,17.5994,62.58,0.1173,#71481d,34.5018,34.8737,67.32,0.0512,#6f4dd2,56.705,22.0852,148.68,0.0559,#669761,58.3672,41.0382,137.27,0.062,#babb9c,80.7511,16.3109,307.63,0.0515,#cec1df
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,99.5896,0.1937,269.54,0.2765,#fefefe,4.2115,0.8553,66.28,0.1186,#111523,0.7301,76.7684,10.3168,5,0.2293,41.3935,3.264,0.4947,67.21,0.1509,#0a0907,36.4757,32.123,96.41,0.0784,#10172a,50.5604,22.9424,142.8,0.0515,#5f5620,52.1554,41.8882,137.48,0.0588,#6056d2,69.1228,28.7413,314.06,0.0644,#bea1d0,80.0324,35.3553,123.49,0.0415,#b6cd8e
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,99.5587,0.2839,309.89,0.2871,#fefefe,2.8355,0.375,16.37,0.1204,#10172a,0.7151,77.6,10.9456,5,0.3236,40.1787,2.5687,0.3318,67.44,0.1648,#090908,36.7982,23.5834,146.79,0.0313,#10172a,41.4987,21.6041,106.13,0.0597,#576240,49.0818,9.6921,263.36,0.1588,#6054d1,58.7545,40.5105,143.58,0.0664,#5d9b62,80.1687,20.3151,316.19,0.0509,#d6bee1
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,98.7542,0.1915,65.78,0.2565,#faf9fa,7.5322,3.665,42.14,0.1335,#111625,0.7576,72.9527,9.1856,5,0.2454,33.7415,6.014,2.4378,43.49,0.1492,#18120f,21.353,15.7935,35.94,0.0962,#634425,29.6926,14.9027,145.74,0.0523,#704ed2,31.6391,26.0148,67.0,0.073,#659463,60.6751,36.1793,140.58,0.0677,#ada5c0,78.9667,9.6801,296.83,0.0444,#b9b5a2
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,99.118,0.3506,302.23,0.1899,#f7f4f4,3.3502,0.3338,9.46,0.1686,#0b0908,0.8124,76.4829,11.2689,5,0.2646,36.9582,1.9656,0.2108,31.89,0.1839,#070706,29.5724,18.6809,69.38,0.0807,#6156d1,59.7596,37.169,134.39,0.0709,#719761,65.8688,30.6234,308.64,0.0653,#ae96cb,74.8991,26.2524,101.5,0.0241,#bfb888,78.4486,5.668,11.79,0.0583,#c9babb
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,96.956,0.5421,329.24,0.3076,#f7f5f5,7.3998,3.4689,281.45,0.0661,#101728,0.6878,77.7847,9.8243,5,0.3013,29.049,3.8929,1.1889,338.66,0.0744,#0f0c0c,36.4147,15.7457,66.76,0.1633,#3b281d,48.1348,9.3619,163.96,0.0583,#6d4ed1,58.979,30.238,83.23,0.0243,#7f9f78,62.5039,25.3204,138.34,0.0975,#c5af84,81.6776,14.4698,308.24,0.138,#d2c6e0
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,98.7866,0.2815,154.12,0.3153,#fafaf9,4.4346,0.9603,5.82,0.1068,#141110,0.7035,80.2423,12.1652,4,0.2351,18.6027,4.3792,0.9796,7.96,0.1514,#100d0d,37.479,17.8137,65.36,0.0757,#715743,60.1046,18.1462,139.61,0.0708,#704ed2,80.3823,19.5823,315.83,0.0838,#82957b,82.3641,13.587,98.15,0.0405,#d7c0e1,84.6215,6.4435,274.05,0.0701,#ced3df
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,97.7869,1.5995,316.11,0.1908,#faf8fb,4.052,1.1995,69.11,0.1862,#0f0d0b,0.8231,80.7515,10.6673,5,0.3011,69.0526,2.6147,0.7572,70.81,0.19,#0f0d0b,27.399,43.1058,322.25,0.0245,#10172a,51.7066,18.7928,150.12,0.111,#6a4576,57.6827,69.8098,318.66,0.0249,#63836b,82.822,22.604,91.38,0.0207,#ca75ea,83.3662,15.6002,316.18,0.0197,#dacca9
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,98.2984,0.1859,58.37,0.2542,#fafaf9,16.1776,2.92,352.96,0.1199,#121829,0.7578,66.53,4.7215,6,0.3012,24.0545,11.2586,4.4487,45.49,0.0885,#10172a,26.7696,18.2542,66.32,0.2121,#523b26,44.5887,17.509,287.13,0.0891,#674a50,50.4208,14.0972,134.43,0.0857,#6c4ed1,67.9835,28.5032,313.88,0.0265,#6f7f69,77.7887,5.8725,271.14,0.0306,#babcb1
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,99.758,0.1774,96.16,0.2563,#fefefe,5.8067,0.6839,117.44,0.1514,#111623,0.7485,80.5683,11.7016,4,0.2827,40.1438,3.764,0.5084,87.93,0.1719,#111210,30.2289,18.2494,52.39,0.1109,#5d4031,43.1013,14.006,157.13,0.0966,#63532a,47.4326,40.6522,144.75,0.0909,#6056d2,80.3262,19.7214,306.87,0.0768,#407f48,84.3323,15.1036,99.01,0.0433,#d0c1e5
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,99.0658,0.3479,326.6,0.2959,#fdfcfd,9.1923,2.1399,57.07,0.1058,#121726,0.714,71.2065,8.1945,5,0.2337,24.1261,6.2364,2.183,54.3,0.1184,#161310,26.3394,20.7222,73.92,0.1153,#4d3a21,33.8443,17.6443,41.76,0.1022,#52684c,46.6623,21.7707,139.42,0.0781,#6e4ed1,73.2631,26.3091,308.71,0.0577,#c3afdb,77.4429,8.1471,312.8,0.0925,#c8bcc2
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,99.4704,0.1843,286.95,0.2483,#fdfdfe,4.7044,0.3755,45.66,0.218,#100f0f,0.7528,75.1771,15.2891,4,0.3754,28.3174,2.9748,0.605,32.33,0.2438,#0c0b0a,16.2923,16.1897,66.36,0.1316,#5b3418,25.9684,28.9224,58.27,0.0505,#1c4c44,30.342,20.5065,176.4,0.0901,#6055d2,75.0567,16.4144,101.02,0.0542,#bdb89a,78.1518,14.1633,309.11,0.0457,#c9bcd5
rotX,benchmark_troll_shaman,troll_shaman,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,75.8487,24.4384,312.0,0.0738,#c7afd9,63.1811,23.2022,319.72,0.0683,#0f172a,0.0802,5.5691,0.7877,1,0.236,10.6198,59.3887,23.134,320.93,0.0359,#0f172a,61.1001,27.5935,315.77,0.0502,#6250ce,63.4169,25.593,316.69,0.1601,#c300ff,63.5598,25.306,321.04,0.0759,#d147b3,64.1848,29.7356,313.71,0.0653,#119970,64.9579,19.1158,325.43,0.0324,#f4f5f5
rotX,benchmark_troll_shaman,troll_shaman,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,89.0345,12.8046,115.42,0.155,#dee2c9,4.4032,3.1344,121.15,0.287,#151409,0.8623,70.283,10.729,4,0.3098,46.2883,2.3258,2.946,106.32,0.2506,#0a0902,27.5033,24.9882,135.93,0.0592,#0f172a,29.4471,30.7997,103.71,0.0431,#65692b,34.3933,42.8241,132.41,0.0481,#6055d1,62.7512,49.2343,117.91,0.0368,#879e45,72.6088,16.1634,111.27,0.0334,#b2b496
rotX,benchmark_troll_shaman,troll_shaman,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,20.0981,28.4533,97.24,0.0413,#0f172a,0.5637,1.5945,32.87,0.4913,#070000,0.9299,32.8516,4.8966,4,0.389,41.3222,0.259,0.7604,31.36,0.3159,#060000,5.2594,8.8604,63.83,0.073,#6350cd,10.7711,16.2302,100.64,0.0333,#74742e,12.778,19.9447,72.57,0.0188,#017aff,28.844,38.1033,84.77,0.0037,#119e72,33.1106,42.0826,103.95,0.0095,#acaeb1
